Word, Length, #Unique Characters, Optimal Guesses Required, Optimal Incorrect Guesses Required, Optimal Guesses, Optimal options at 10, Easy Guesses Required, Easy Incorrect Guesses Required, Easy options at 10
achingly, 8, 8, 6, 3, e i a y o t,0,5,3,0
achings, 7, 7, 8, 2, e i s n g a c t,0,6,3,0
achromatic, 10, 8, 5, 1, e i o r h,0,4,1,0
achy, 4, 4, 8, 6, e a s o i y r l,0,9,7,0
acid, 4, 4, 9, 6, e a s o i d v r m,0,12,8,0
acidic, 6, 4, 4, 2, e a i s,0,7,5,0
acidification, 13, 8, 1, 0, i,0,5,1,0
acidified, 9, 6, 4, 2, e s d u,0,5,2,0
acidify, 7, 6, 6, 4, e i n t s f,0,6,4,0
acidifying, 10, 8, 3, 1, e i y,0,5,3,0
acidity, 7, 6, 9, 4, e i n t y a d v r,0,12,7,0
acidly, 6, 6, 8, 3, e a i s l y d v,0,12,7,0
acidophiles, 11, 10, 3, 1, e i t,0,4,1,0
acidrain, 8, 6, 4, 2, e i t n,0,5,3,0
acids, 5, 5, 5, 3, e s a o u,0,7,4,0
acknowledge, 11, 10, 2, 0, e c,0,3,1,0
acknowledged, 12, 10, 3, 1, i e d,0,7,3,0
acknowledgement, 15, 12, 2, 1, i e,0,1,0,0
acknowledgements, 16, 13, 2, 1, i e,0,1,0,0
acknowledges, 12, 11, 3, 1, i e d,0,7,2,0
acknowledging, 13, 11, 3, 0, i n g,0,3,1,0
acknowledgment, 14, 12, 3, 1, i e t,0,2,0,0
acknowledgments, 15, 13, 2, 1, i e,0,1,0,0
acme, 4, 4, 6, 2, e a c r n m,0,12,9,3
acne, 4, 4, 5, 1, e a c r n,0,6,3,0
acolyte, 7, 7, 5, 1, e a i o t,0,5,1,0
acolytes, 8, 8, 5, 1, e s i a o,0,6,2,0
aconite, 7, 7, 6, 2, e a i s c r,0,5,0,0
acorn, 5, 5, 7, 3, e s a o n r d,0,11,7,0
acorns, 6, 6, 8, 3, e a i o n r s d,0,11,6,0
acoustic, 8, 7, 6, 1, e i a s t o,0,4,1,0
acoustical, 10, 8, 3, 1, e i s,0,5,1,0
acoustically, 12, 9, 3, 0, i a t,0,3,1,0
acoustics, 9, 7, 7, 2, e i n a t s o,0,6,2,0
acquaint, 8, 7, 7, 5, e i n g s r w,0,3,1,0
acquaintance, 12, 8, 3, 0, i e n,0,3,0,0
acquaintances, 13, 9, 3, 0, i e t,0,3,0,0
acquainted, 10, 9, 5, 1, e s d t a,0,3,0,0
acquainting, 11, 8, 5, 2, e i n g o,0,3,1,0
acquaints, 9, 8, 5, 2, e i s n g,0,4,2,0
acquiesce, 9, 7, 3, 0, e i c,0,5,2,0
acquiesced, 10, 8, 5, 2, e r n s c,0,3,1,0
acquiescence, 12, 8, 2, 0, i e,0,3,1,0
acquiescent, 11, 9, 5, 0, e s t n u,0,3,0,0
acquiescing, 11, 9, 3, 0, e n i,0,3,1,0
acquire, 7, 7, 6, 1, e a i s c r,0,8,4,0
acquired, 8, 8, 6, 2, e s d a r o,0,8,4,0
acquirer, 8, 7, 6, 2, e s d r u i,0,8,4,0
acquirers, 9, 8, 5, 0, e s r u i,0,7,3,0
acquires, 8, 8, 6, 1, e s i r f a,0,8,3,0
acquiring, 9, 8, 5, 1, e i n g r,0,8,4,0
acquisition, 11, 9, 5, 1, e i n o u,0,3,1,0
acquisitions, 12, 9, 8, 1, i n o s t u q e,0,3,1,0
acquisitive, 11, 9, 4, 0, e a t u,0,5,1,0
acquisitiveness, 15, 10, 1, 0, i,0,3,0,0
acquit, 6, 6, 6, 4, e a i o r n,0,8,5,0
acquited, 8, 8, 7, 2, e s d a r t i,0,7,3,0
acquites, 8, 8, 5, 1, e s i r c,0,7,2,0
acquits, 7, 7, 7, 3, e i n s t a p,0,8,4,0
acquittal, 9, 7, 4, 1, e i a c,0,3,1,0
acquittals, 10, 8, 3, 1, e i a,0,3,1,0
acquittance, 11, 8, 3, 0, e a i,0,3,0,0
acquitted, 9, 8, 7, 2, e s d n a i t,0,3,0,0
acquitting, 10, 8, 6, 2, e i n g f u,0,3,1,0
acre, 4, 4, 4, 0, e a c r,0,8,5,0
acreage, 7, 5, 4, 2, e n r t,0,7,5,0
acres, 5, 5, 7, 2, e s a l d c r,0,8,4,0
acrid, 5, 5, 7, 4, e s a o i d h,0,11,7,0
acrimonious, 11, 9, 4, 1, e i n u,0,4,2,0
acrimoniously, 13, 11, 2, 0, i s,0,4,2,0
acrimony, 8, 8, 9, 2, e i a y o n m r g,0,12,6,0
acrobat, 7, 6, 4, 2, e i a r,0,3,1,0
acrobatic, 9, 7, 4, 1, e i a t,0,5,1,0
acrobatics, 10, 8, 6, 2, e i n t s r,0,6,2,0
acrobats, 8, 7, 4, 2, e i a t,0,3,1,0
acronym, 7, 7, 6, 2, e i a o r y,0,7,4,0
acronyms, 8, 8, 6, 2, e i a o s n,0,6,3,0
across, 6, 5, 5, 2, e a i o s,0,7,4,0
acrostic, 8, 7, 7, 1, e i a s t o c,0,6,2,0
acrostics, 9, 7, 7, 2, e i n a t s o,0,6,2,0
acrylic, 7, 6, 5, 1, e i a l y,0,8,5,0
acrylics, 8, 7, 5, 2, e i n s a,0,7,4,0
act, 3, 3, 8, 6, a e t r p n l f,0,12,9,3
acted, 5, 5, 7, 2, e s d a r c t,0,11,7,0
acting, 6, 6, 5, 1, e a i t n,0,6,2,0
actings, 7, 7, 8, 1, e i s n g a c t,0,5,2,0
actinides, 9, 8, 5, 0, e s i d c,0,4,1,0
action, 6, 6, 5, 1, e a i t n,0,5,1,0
actionable, 10, 9, 6, 1, e a l b s o,0,3,0,0
actions, 7, 7, 7, 1, e i s n o t a,0,5,1,0
activate, 8, 6, 4, 1, e a t m,0,4,1,0
activated, 9, 7, 7, 3, e s d n a t m,0,7,3,0
activates, 9, 7, 5, 0, e s i a t,0,7,2,0
activating, 10, 7, 5, 1, e i a t n,0,5,2,0
activation, 10, 7, 5, 1, e i a t n,0,4,1,0
activations, 11, 8, 7, 1, e i n s o t a,0,3,1,0
activator, 9, 7, 6, 1, e i a r o t,0,4,1,0
activators, 10, 8, 6, 1, e i o s r t,0,4,1,0
active, 6, 6, 8, 3, e l i r n v t a,0,3,0,0
actively, 8, 8, 8, 3, e s t y r l i m,0,6,2,0
actives, 7, 7, 6, 2, e r d s i c,0,6,2,0
activism, 8, 7, 5, 2, e i n t m,0,5,2,0
activist, 8, 6, 6, 3, e i n t s m,0,5,2,0
activists, 9, 6, 5, 2, e i s t m,0,5,2,0
activities, 10, 7, 5, 0, e s a i t,0,3,0,0
activity, 8, 6, 6, 3, e i n t y l,0,3,1,0
actor, 5, 5, 6, 2, e s a o r t,0,4,1,0
actors, 6, 6, 7, 2, e a i o s r t,0,4,1,0
actress, 7, 6, 9, 5, e s n l r i p a d,0,8,3,0
actresses, 9, 6, 6, 2, e s r p a d,0,3,0,0
acts, 4, 4, 9, 6, e a s i r l u t n,0,10,7,0
actual, 6, 5, 6, 4, e a r l n w,0,7,5,0
actualisation, 13, 9, 4, 0, i n o t,0,3,1,0
actualise, 9, 8, 3, 0, e a s,0,5,1,0
actualised, 10, 9, 8, 1, e s d i a l u n,0,3,0,0
actualities, 11, 8, 5, 0, e i s t u,0,3,0,0
actuality, 9, 7, 5, 2, e i n a t,0,3,1,0
actually, 8, 6, 8, 4, e i a r l y u n,0,7,5,0
actuarial, 9, 7, 4, 2, e i n a,0,3,1,0
actuaries, 9, 8, 5, 1, e s i a l,0,3,0,0
actuary, 7, 6, 7, 5, e i a s d y l,0,3,1,0
actuate, 7, 5, 5, 2, e a i u g,0,3,0,0
actuated, 8, 6, 5, 1, e s d a t,0,7,4,0
actuates, 8, 6, 4, 1, e s i a,0,7,3,0
actuating, 9, 7, 6, 2, e i n g r a,0,4,2,0
actuation, 9, 7, 5, 1, e i n o t,0,4,1,0
actuator, 8, 6, 4, 2, e i a r,0,3,1,0
actuators, 9, 7, 6, 2, e i a r o u,0,4,1,0
acuity, 6, 6, 5, 2, e a i t s,0,7,4,0
acumen, 6, 6, 8, 5, e r d s t n a k,0,6,3,0
acupuncture, 11, 8, 4, 0, e a t u,0,5,2,0
acupuncturist, 13, 9, 3, 1, i n o,0,2,1,0
acupuncturists, 14, 9, 3, 1, i o r,0,2,1,0
acute, 5, 5, 8, 5, e a l o i u s r,0,3,0,0
acutely, 7, 7, 8, 4, e s r n l y t i,0,3,0,0
acuteness, 9, 7, 6, 2, e s n r h u,0,6,2,0
acuter, 6, 6, 7, 2, e r a l n u t,0,3,0,0
acutest, 7, 6, 5, 1, e s t o a,0,3,0,0
acyclic, 7, 5, 5, 1, e i a l y,0,8,6,0
adage, 5, 4, 3, 0, e a g,0,11,8,0
adages, 6, 5, 3, 1, e r d,0,11,7,0
adagio, 6, 5, 5, 3, e a s y o,0,4,2,0
adam, 4, 3, 5, 4, e a r l y,0,11,9,2
adamant, 7, 5, 3, 2, e i a,0,3,1,0
adamantly, 9, 7, 3, 2, e i a,0,3,1,0
adapt, 5, 4, 5, 2, e s a t p,0,11,8,0
adaptability, 12, 8, 6, 0, i t y l b a,0,3,1,0
adaptable, 9, 7, 3, 0, e a l,0,3,0,0
adaptation, 10, 7, 6, 1, e i n o t a,0,3,1,0
adaptations, 11, 8, 7, 1, e i s o n t p,0,3,1,0
adapted, 7, 5, 4, 1, e r d a,0,8,5,0
adapter, 7, 6, 10, 6, e r i l s c n o t p,0,8,4,0
adapters, 8, 7, 7, 3, e s r l n h d,0,3,0,0
adapting, 8, 7, 7, 2, e i n g a m d,0,5,2,0
adaptive, 8, 7, 3, 1, e a u,0,3,0,0
adaptively, 10, 9, 6, 1, e s t y l i,0,3,0,0
adaptivity, 10, 7, 6, 2, e i n t y a,0,3,1,0
adaptor, 7, 6, 5, 2, e i a o d,0,3,1,0
adaptors, 8, 7, 6, 2, e i a s t r,0,4,1,0
adapts, 6, 5, 6, 3, e a s w l t,0,5,3,0
add, 3, 2, 7, 5, a e t s r l d,0,11,9,4
added, 5, 3, 3, 1, e s d,0,11,8,0
addenda, 7, 4, 4, 1, e a n i,0,6,3,0
addendum, 8, 6, 6, 3, e r i a t m,0,6,3,0
adder, 5, 4, 6, 3, e s d r u o,0,11,7,0
adders, 6, 5, 6, 1, e s r a g d,0,11,6,0
addict, 6, 5, 6, 2, e a i t s d,0,8,5,0
addicted, 8, 6, 3, 1, e s d,0,7,3,0
addiction, 9, 7, 6, 1, e i n a o d,0,5,1,0
addictions, 10, 8, 7, 1, e i s n o t a,0,5,1,0
addictive, 9, 7, 5, 0, e a t i c,0,7,3,0
addictiveness, 13, 9, 2, 0, i e,0,3,0,0
addicts, 7, 6, 7, 4, e i s n r u a,0,7,3,0
adding, 6, 5, 9, 4, e a i t n g r k d,0,9,6,0
addition, 8, 6, 7, 1, e i n o t a d,0,11,5,0
additional, 10, 7, 5, 1, e i l n o,0,3,1,0
additionally, 12, 8, 5, 0, i n l y o,0,3,1,0
additions, 9, 7, 8, 1, e i s o a t n d,0,11,4,0
additive, 8, 6, 6, 0, e a i t v d,0,11,6,0
additively, 10, 8, 8, 2, e s t y l i v n,0,3,0,0
additives, 9, 7, 4, 0, e s i d,0,4,1,0
addle, 5, 4, 7, 4, e a l n p i b,0,11,7,0
addled, 6, 4, 3, 1, e r d,0,11,7,0
addles, 6, 5, 3, 1, e r d,0,11,6,0
addling, 7, 6, 7, 2, e i n g a l b,0,11,6,0
address, 7, 5, 9, 4, e s n l r i p a d,0,8,4,0
addressability, 14, 10, 6, 0, i t y l b e,0,3,0,0
addressable, 11, 7, 6, 1, e a l b r i,0,5,3,0
addressed, 9, 5, 3, 0, e s d,0,7,4,0
addressee, 9, 5, 1, 0, e,0,1,0,0
addressees, 10, 5, 1, 0, e,0,1,0,0
addresses, 9, 5, 6, 1, e s r p a d,0,7,4,0
addressing, 10, 8, 6, 1, e i n g r p,0,4,2,0
adds, 4, 3, 9, 7, e a s i r l u t p,0,11,8,0
adduce, 6, 5, 7, 3, e l i a u s d,0,10,8,0
adduced, 7, 5, 3, 1, e r d,0,10,8,0
adduces, 7, 6, 3, 1, e r d,0,10,7,0
adducing, 8, 7, 8, 3, e i n g a u s l,0,10,7,0
adelaide, 8, 5, 4, 1, e r a l,0,5,2,0
aden, 4, 4, 4, 2, e s d i,0,11,7,0
adenine, 7, 5, 5, 2, e r s a n,0,4,2,0
adenoid, 7, 6, 6, 3, e r i c n l,0,6,1,0
adenoids, 8, 7, 5, 0, e i n s o,0,4,1,0
adenoma, 7, 6, 6, 5, e r i l s p,0,4,1,0
adenomas, 8, 7, 6, 3, e i r s h m,0,4,1,0
adept, 5, 5, 6, 3, e s a t r n,0,8,5,0
adepts, 6, 6, 6, 2, e s a t r n,0,8,4,0
adequacy, 8, 7, 7, 4, e i r s u y l,0,3,1,0
adequate, 8, 6, 3, 1, e r a,0,3,0,0
adequately, 10, 8, 5, 2, e s y l v,0,3,0,0
adhere, 6, 5, 5, 2, e a p l d,0,9,5,0
adhered, 7, 5, 3, 0, e r d,0,8,5,0
adherence, 9, 7, 3, 0, e n c,0,3,1,0
adherent, 8, 7, 7, 2, e s t n r h o,0,9,3,0
adherents, 9, 8, 3, 0, e s a,0,3,0,0
adherer, 7, 5, 3, 0, e r a,0,8,5,0
adherers, 8, 6, 4, 0, e s r a,0,3,1,0
adheres, 7, 6, 3, 0, e r d,0,9,4,0
adhering, 8, 8, 7, 1, e r i g n a t,0,8,3,0
adhesion, 8, 8, 8, 2, e r i n o h a l,0,7,1,0
adhesions, 9, 8, 3, 0, e i s,0,5,1,0
adhesive, 8, 7, 7, 2, e l i s v h o,0,6,3,0
adhesiveness, 12, 8, 7, 1, i e n v s h o,0,3,1,0
adhesives, 9, 7, 3, 0, e s i,0,5,2,0
adhoc, 5, 5, 9, 6, e s a o r l i y c,0,9,6,0
adiabatic, 9, 6, 5, 1, e i c t a,0,5,2,0
adiabatically, 13, 8, 6, 0, i l y c t a,0,3,1,0
adieu, 5, 5, 4, 1, e s d i,0,7,4,0
adieus, 6, 6, 7, 3, e s r l o i u,0,7,3,0
adieux, 6, 6, 8, 5, e s n l a t d b,0,10,7,0
adios, 5, 5, 5, 2, e s a o r,0,7,3,0
adipose, 7, 7, 3, 0, e a i,0,5,1,0
adit, 4, 4, 6, 3, e a s o i d,0,5,2,0
adjacency, 9, 7, 5, 3, e s r i c,0,6,3,0
adjacent, 8, 7, 6, 2, e s t n a r,0,8,4,0
adjacently, 10, 9, 9, 3, e i o l y t n a r,0,8,4,0
adjectival, 10, 9, 4, 1, e i s t,0,3,0,0
adjective, 9, 8, 8, 2, e i r v t c j b,0,11,6,0
adjectives, 10, 9, 9, 2, e r i s v t c j b,0,7,2,0
adjoin, 6, 6, 6, 2, e a i o d t,0,5,2,0
adjoined, 8, 7, 5, 1, e s d a i,0,5,1,0
adjoining, 9, 7, 5, 1, e i n g a,0,5,2,0
adjoins, 7, 7, 6, 2, e i n g s o,0,5,2,0
adjourn, 7, 7, 5, 2, e i a o r,0,6,3,0
adjourned, 9, 8, 5, 1, e s d o a,0,6,2,0
adjourning, 10, 9, 5, 1, e i n g o,0,6,2,0
adjournment, 11, 10, 4, 1, e s t n,0,3,0,0
adjourns, 8, 8, 6, 2, e i a o s n,0,6,3,0
adjudge, 7, 6, 4, 2, e a i o,0,5,3,0
adjudged, 8, 6, 3, 1, e s d,0,7,5,0
adjudges, 8, 7, 5, 2, e s i a o,0,7,4,0
adjudicate, 10, 8, 4, 0, e a t i,0,5,1,0
adjudicated, 11, 8, 8, 0, e i t a c u j d,0,7,3,0
adjudicates, 11, 9, 8, 0, e i t a c u j d,0,7,2,0
adjudicating, 12, 9, 6, 0, i t n g c u,0,5,2,0
adjudication, 12, 9, 5, 0, i t n o a,0,5,1,0
adjudications, 13, 10, 5, 0, i s n o t,0,5,1,0
adjudicator, 11, 9, 3, 1, e i a,0,5,1,0
adjudicators, 12, 10, 3, 1, i e o,0,5,1,0
adjunct, 7, 7, 6, 3, e i a o u t,0,5,3,0
adjuncts, 8, 8, 6, 3, e i a o u d,0,5,3,0
adjure, 6, 6, 7, 3, e l i a u s d,0,11,7,0
adjust, 6, 6, 7, 4, e a i o u s h,0,11,7,0
adjustable, 10, 9, 5, 0, e a l b s,0,5,2,0
adjusted, 8, 7, 5, 1, e s t r u,0,8,4,0
adjuster, 8, 8, 6, 1, e s t r i a,0,8,3,0
adjusting, 9, 9, 9, 3, e i n g r a s u h,0,7,2,0
adjustment, 10, 9, 3, 0, e s n,0,4,1,0
adjustments, 11, 9, 3, 0, e s n,0,4,1,0
adjusts, 7, 6, 7, 3, e i a o u t s,0,7,4,0
adjutant, 8, 6, 4, 2, e i a t,0,3,1,0
adlib, 5, 5, 7, 4, e s a o i d m,0,10,7,0
adlibs, 6, 6, 7, 3, e a i t n s d,0,9,6,0
adman, 5, 4, 7, 4, e s a l n i m,0,11,8,0
admen, 5, 5, 4, 2, e s d i,0,7,4,0
admin, 5, 5, 9, 5, e s a o i d m x t,0,6,3,0
administer, 10, 9, 4, 0, e s n i,0,3,0,0
administered, 12, 9, 3, 0, i n r,0,3,0,0
administering, 13, 10, 2, 0, i r,0,3,0,0
administers, 11, 9, 4, 0, e s r i,0,3,0,0
administrate, 12, 9, 3, 0, i n r,0,2,0,0
administrated, 13, 9, 3, 0, i s r,0,3,0,0
administrating, 14, 9, 5, 0, i r t s n,0,4,2,0
administration, 14, 9, 5, 0, i r t s n,0,4,1,0
administrations, 15, 9, 1, 0, i,0,2,1,0
administrative, 14, 10, 5, 0, i r t s n,0,2,0,0
administratively, 16, 12, 1, 0, i,0,2,0,0
administrator, 13, 9, 3, 0, i s r,0,3,1,0
administrators, 14, 9, 1, 0, i,0,4,1,0
admirable, 9, 8, 8, 2, e a c l b i d s,0,7,4,0
admirably, 9, 8, 5, 2, e i a r t,0,5,3,0
admiral, 7, 6, 6, 2, e i s a l r,0,8,5,0
admirals, 8, 7, 5, 1, e i a s r,0,8,4,0
admiration, 10, 8, 8, 2, e i a t n o r p,0,8,2,0
admire, 6, 6, 7, 3, e l i r a t p,0,8,4,0
admired, 7, 6, 6, 1, e r u a i d,0,8,4,0
admirer, 7, 6, 3, 1, e r u,0,8,4,0
admirers, 8, 7, 3, 0, e s r,0,8,3,0
admires, 7, 7, 6, 1, e r u a i d,0,8,3,0
admiring, 8, 7, 8, 3, e i n g r a t p,0,8,4,0
admiringly, 10, 9, 7, 1, e i l y g n r,0,5,3,0
admissibility, 13, 9, 2, 0, i t,0,3,1,0
admissible, 10, 8, 3, 0, e a i,0,4,2,0
admission, 9, 7, 6, 1, e i n a o d,0,4,2,0
admissions, 10, 7, 3, 1, e i s,0,5,2,0
admit, 5, 5, 9, 4, e s a o i d m x t,0,11,7,0
admits, 6, 6, 6, 1, e a i t s d,0,11,6,0
admittance, 10, 8, 6, 1, e a l n c t,0,3,0,0
admittances, 11, 9, 3, 0, e i a,0,2,0,0
admitted, 8, 6, 5, 1, e s d a i,0,4,1,0
admittedly, 10, 8, 3, 1, e s i,0,2,0,0
admitting, 9, 7, 6, 2, e i n g t l,0,4,2,0
admix, 5, 5, 8, 3, e s a o i d m x,0,11,8,0
admixture, 9, 9, 4, 0, e a t i,0,5,1,0
admonish, 8, 8, 6, 1, e i n a o s,0,7,2,0
admonished, 10, 9, 4, 0, e s n i,0,7,1,0
admonishes, 10, 9, 5, 0, e s h i n,0,7,1,0
admonishing, 11, 9, 6, 1, e i n g h s,0,5,2,0
admonishment, 12, 10, 3, 0, i e s,0,3,0,0
admonition, 10, 7, 5, 1, e i n t o,0,6,1,0
admonitions, 11, 8, 5, 1, e i t s n,0,5,1,0
admonitory, 10, 9, 4, 3, e i l s,0,4,1,0
ado, 3, 3, 7, 5, a e t s r l d,0,11,8,0
adobe, 5, 5, 6, 2, e a l o d r,0,11,7,0
adolescence, 11, 8, 5, 0, e n c s d,0,3,1,0
adolescent, 10, 9, 7, 0, e s n t c l o,0,3,0,0
adolescents, 11, 9, 3, 1, e r n,0,3,0,0
adonis, 6, 6, 5, 2, e a i o c,0,6,2,0
adopt, 5, 5, 8, 5, e s a o n t b f,0,11,7,0
adopted, 7, 6, 5, 2, e r d a s,0,8,4,0
adopter, 7, 7, 8, 5, e r i l s c n o,0,8,3,0
adopting, 8, 8, 9, 2, e i n g a u o t p,0,8,3,0
adoption, 8, 7, 7, 1, e i n a o t p,0,8,3,0
adoptions, 9, 8, 8, 1, e i s n a o t p,0,8,2,0
adoptive, 8, 8, 7, 0, e a i t o v p,0,8,3,0
adopts, 6, 6, 8, 3, e a i o n s t p,0,8,4,0
adorable, 8, 7, 5, 0, e a l b r,0,4,1,0
adorably, 8, 7, 5, 3, e i a r t,0,4,2,0
adoration, 9, 7, 6, 1, e i n o t r,0,4,1,0
adore, 5, 5, 6, 1, e a l o d r,0,8,4,0
adored, 6, 5, 4, 1, e r s d,0,8,4,0
adorer, 6, 5, 4, 1, e r s o,0,8,4,0
adorers, 7, 6, 4, 0, e s r o,0,4,1,0
adores, 6, 6, 6, 1, e r s a o z,0,11,5,0
adoring, 7, 7, 7, 2, e i n g a l r,0,8,3,0
adoringly, 9, 9, 8, 2, e i a y l g n s,0,5,2,0
adorn, 5, 5, 7, 2, e s a o n r d,0,11,6,0
adorned, 7, 6, 3, 0, e r d,0,6,2,0
adorning, 8, 7, 7, 2, e i n g o r c,0,6,2,0
adornment, 9, 8, 7, 2, e s n t m a g,0,4,0,0
adornments, 10, 9, 4, 0, e s o d,0,4,0,0
adorns, 6, 6, 8, 2, e a i o n r s d,0,11,5,0
adrenal, 7, 6, 3, 1, e a s,0,7,4,0
adrenalin, 9, 7, 3, 0, e i r,0,3,1,0
adrenaline, 10, 7, 2, 0, e a,0,3,1,0
adrift, 6, 6, 6, 2, e a i t s d,0,8,4,0
adroit, 6, 6, 6, 1, e a i o d t,0,5,1,0
adroitly, 8, 8, 7, 2, e i s l y r o,0,5,1,0
adroitness, 10, 9, 4, 0, e s n i,0,4,0,0
adsorb, 6, 6, 7, 2, e a i o s r b,0,11,6,0
adsorbed, 8, 7, 3, 0, e s d,0,11,5,0
adsorption, 10, 9, 10, 1, e i n o t a s p r d,0,11,3,0
adulation, 9, 8, 6, 1, e i n o t a,0,5,1,0
adulatory, 9, 8, 6, 2, e i a r o u,0,5,2,0
adult, 5, 5, 7, 5, e s a o i l y,0,6,4,0
adulterate, 10, 7, 5, 0, e a r t l,0,5,2,0
adulterated, 11, 7, 7, 0, e r a t l u d,0,7,4,0
adulterates, 11, 8, 7, 0, e r a t l u d,0,7,3,0
adulterating, 12, 10, 5, 0, i n g r t,0,5,1,0
adulteration, 12, 10, 4, 0, i n o t,0,5,0,0
adulterations, 13, 11, 5, 0, i s n o t,0,5,0,0
adulterer, 9, 7, 6, 1, e r t l u o,0,3,0,0
adulterers, 10, 8, 4, 0, e s r l,0,7,3,0
adulteress, 10, 8, 4, 1, e s n t,0,7,3,0
adulteresses, 12, 8, 3, 1, i e d,0,2,0,0
adulterous, 10, 9, 7, 1, e i o u s r t,0,3,0,0
adultery, 8, 8, 5, 1, e s t y l,0,5,2,0
adulthood, 9, 7, 4, 2, e i a o,0,4,1,0
adults, 6, 6, 5, 3, e a i o u,0,5,3,0
adumbrate, 9, 8, 4, 1, e a t i,0,5,2,0
adumbrated, 10, 8, 4, 1, e s d t,0,5,2,0
adumbrating, 11, 10, 5, 1, e i n g a,0,5,2,0
advance, 7, 6, 5, 1, e a n c k,0,8,5,0
advanced, 8, 6, 4, 1, e s d a,0,8,5,0
advancement, 11, 8, 6, 1, e n t m a g,0,8,4,0
advancements, 12, 9, 8, 2, i e s t m n a g,0,8,3,0
advancer, 8, 7, 3, 1, e s d,0,8,4,0
advances, 8, 7, 5, 1, e s i a c,0,8,4,0
advancing, 9, 7, 5, 1, e i n g a,0,8,5,0
advantage, 9, 7, 2, 0, e a,0,3,0,0
advantaged, 10, 7, 4, 1, e s d t,0,7,3,0
advantageous, 12, 10, 3, 1, i e a,0,3,0,0
advantageously, 14, 12, 5, 1, i e l y s,0,3,0,0
advantages, 10, 8, 3, 0, e s a,0,7,2,0
advent, 6, 6, 7, 2, e s n t a r v,0,11,6,0
advents, 7, 7, 8, 2, e a s t c v d r,0,11,5,0
adventure, 9, 8, 3, 1, e i r,0,5,2,0
adventured, 10, 8, 7, 0, e r u t n v d,0,8,3,0
adventurer, 10, 8, 2, 0, e r,0,8,3,0
adventurers, 11, 9, 3, 0, e s r,0,5,2,0
adventures, 10, 9, 7, 0, e r u t n v d,0,7,2,0
adventuring, 11, 10, 7, 0, e i a r u t n,0,6,1,0
adventurism, 11, 11, 7, 0, e i a r u t n,0,6,1,0
adventurous, 11, 10, 3, 1, e i r,0,4,0,0
adventurously, 13, 12, 3, 1, i e r,0,3,0,0
adverb, 6, 6, 8, 4, e s n l a t d b,0,7,5,0
adverbial, 9, 8, 5, 2, e i n s l,0,3,1,0
adverbs, 7, 7, 6, 2, e a s t u d,0,7,4,0
adversarial, 11, 8, 3, 0, e i a,0,5,2,0
adversaries, 11, 7, 3, 1, e r t,0,5,2,0
adversary, 9, 7, 5, 1, e i r a d,0,7,4,0
adverse, 7, 6, 6, 1, e n r s v d,0,6,4,0
adversely, 9, 8, 3, 1, e s i,0,6,4,0
adversities, 11, 8, 3, 0, e r d,0,3,0,0
adversity, 9, 9, 4, 1, e i n s,0,5,1,0
advert, 6, 6, 7, 4, e s n l a t c,0,8,4,0
adverted, 8, 6, 2, 0, e d,0,8,4,0
advertise, 9, 8, 6, 1, e i r n s t,0,7,2,0
advertised, 10, 8, 4, 1, e r n s,0,8,2,0
advertisement, 13, 10, 5, 0, i n m s t,0,2,0,0
advertisements, 14, 10, 2, 0, i e,0,1,0,0
advertiser, 10, 8, 4, 1, e r u i,0,8,2,0
advertisers, 11, 8, 2, 0, e s,0,7,2,0
advertises, 10, 8, 4, 1, e r n s,0,7,2,0
advertising, 11, 10, 6, 0, e i r n g s,0,5,1,0
adverts, 7, 7, 8, 1, e a s t c v d r,0,8,3,0
advice, 6, 6, 9, 4, e l i r n v d a s,0,9,6,0
advices, 7, 7, 4, 1, e r d s,0,11,6,0
advisability, 12, 9, 6, 0, i l y t b d,0,3,1,0
advisable, 9, 8, 8, 1, e a c l b i d s,0,7,3,0
advise, 6, 6, 9, 3, e l i r n v d a s,0,7,3,0
advised, 7, 6, 5, 1, e r d a s,0,8,4,0
advisedly, 9, 8, 2, 0, e s,0,5,2,0
adviser, 7, 7, 6, 2, e r i p f s,0,8,3,0
advisers, 8, 7, 4, 1, e s r c,0,7,3,0
advises, 7, 6, 4, 1, e r d s,0,7,3,0
advising, 8, 7, 7, 2, e i n g r a d,0,7,3,0
advisory, 8, 8, 8, 2, e i a y o n r d,0,6,3,0
advocacy, 8, 6, 5, 3, e i a t c,0,6,4,0
advocate, 8, 7, 6, 1, e a t c o l,0,10,6,0
advocated, 9, 7, 5, 1, e s d o a,0,10,6,0
advocates, 9, 8, 8, 2, e s i o a t c l,0,10,5,0
advocating, 10, 9, 9, 2, e i n g a t c o l,0,10,5,0
adze, 4, 4, 9, 6, e a c l i s t u z,0,11,8,0
aegean, 6, 4, 6, 4, e r t d s n,0,3,1,0
aegina, 6, 5, 3, 1, e r a,0,3,1,0
aegis, 5, 5, 4, 1, e s a n,0,4,2,0
aeolian, 7, 6, 6, 1, e i n s l a,0,3,1,0
aeon, 4, 4, 3, 1, e s a,0,3,1,0
aeons, 5, 5, 4, 0, e s a n,0,4,1,0
aerate, 6, 4, 3, 0, e r a,0,3,0,0
aerated, 7, 5, 5, 0, e d r t a,0,7,4,0
aerates, 7, 5, 6, 2, e d s r c a,0,7,3,0
aerating, 8, 7, 8, 1, e i n g r p t a,0,4,1,0
